District,Date,Population_0-5,Population_13-18,Population_19-64,Population_6-12,Population_65+,Population_Total,Population_Female_0-5,Population_Female_13-18,Population_Female_19-64,Population_Female_6-12,Population_Female_65+,Population_Female_Total,Population_Male_0-5,Population_Male_13-18,Population_Male_19-64,Population_Male_6-12,Population_Male_65+,Population_Male_Total
Geumcheon,2022-04-01,6289,8280,166585,8865,41131,231150,3004,4116,80710,4374,22348,114552,3285,4164,85875,4491,18783,116598
Geumcheon,2022-05-01,6261,8268,166702,8861,41335,231427,2988,4109,80758,4369,22447,114671,3273,4159,85944,4492,18888,116756
Geumcheon,2022-06-01,6214,8234,166768,8847,41502,231565,2979,4096,80786,4350,22543,114754,3235,4138,85982,4497,18959,116811
Geumcheon,2022-07-01,6170,8188,166691,8844,41629,231522,2954,4071,80746,4359,22626,114756,3216,4117,85945,4485,19003,116766
Geumcheon,2022-08-01,6103,8192,166429,8815,41817,231356,2923,4073,80644,4341,22722,114703,3180,4119,85785,4474,19095,116653
Geumcheon,2022-09-01,6063,8114,165798,8794,41735,230504,2894,4027,80358,4334,22682,114295,3169,4087,85440,4460,19053,116209
Geumcheon,2022-10-01,6024,8061,165383,8768,41920,230156,2881,3995,80126,4315,22777,114094,3143,4066,85257,4453,19143,116062
Geumcheon,2022-11-01,6015,8022,165084,8722,42047,229890,2892,3965,79990,4291,22818,113956,3123,4057,85094,4431,19229,115934
Geumcheon,2022-12-01,5973,7981,164798,8664,42226,229642,2878,3948,79857,4263,22910,113856,3095,4033,84941,4401,19316,115786
Geumcheon,2023-01-01,5952,7937,164507,8601,42502,229499,2875,3922,79665,4238,23056,113756,3077,4015,84842,4363,19446,115743
Geumcheon,2023-02-01,5926,7899,164334,8543,42693,229395,2867,3913,79619,4192,23169,113760,3059,3986,84715,4351,19524,115635
Geumcheon,2023-03-01,5867,7888,164141,8489,42922,229307,2834,3911,79497,4170,23271,113683,3033,3977,84644,4319,19651,115624
Geumcheon,2023-04-01,5804,7874,164106,8429,43115,229328,2801,3901,79542,4145,23361,113750,3003,3973,84564,4284,19754,115578
Geumcheon,2023-05-01,5755,7859,163906,8417,43314,229251,2784,3883,79522,4134,23475,113798,2971,3976,84384,4283,19839,115453
Geumcheon,2023-06-01,5764,7851,163852,8361,43407,229235,2796,3880,79548,4105,23510,113839,2968,3971,84304,4256,19897,115396
Geumcheon,2023-07-01,5713,7832,163636,8331,43574,229086,2768,3870,79407,4097,23605,113747,2945,3962,84229,4234,19969,115339
Geumcheon,2023-08-01,5670,7815,163298,8282,43793,228858,2752,3875,79232,4065,23744,113668,2918,3940,84066,4217,20049,115190
Geumcheon,2023-09-01,5605,7803,162952,8288,43963,228611,2749,3868,79069,4058,23829,113573,2856,3935,83883,4230,20134,115038
Geumcheon,2023-10-01,5556,7792,162584,8219,44123,228274,2722,3850,78907,4026,23924,113429,2834,3942,83677,4193,20199,114845
Geumcheon,2023-11-01,5485,7752,162026,8182,44256,227701,2681,3832,78614,4012,24010,113149,2804,3920,83412,4170,20246,114552
Geumcheon,2023-12-01,5422,7733,161675,8120,44531,227481,2656,3815,78454,3983,24159,113067,2766,3918,83221,4137,20372,114414
Geumcheon,2024-01-01,5389,7738,161493,8053,44784,227457,2639,3829,78282,3935,24301,112986,2750,3909,83211,4118,20483,114471
Geumcheon,2024-02-01,5320,7732,161238,7941,45037,227268,2630,3826,78160,3867,24437,112920,2690,3906,83078,4074,20600,114348
Geumcheon,2024-03-01,5241,7735,161051,7894,45239,227160,2589,3836,78036,3858,24563,112882,2652,3899,83015,4036,20676,114278
Geumcheon,2024-04-01,5176,7737,160757,7832,45453,226955,2561,3832,77853,3839,24686,112771,2615,3905,82904,3993,20767,114184
Geumcheon,2024-05-01,5137,7741,160489,7796,45648,226811,2548,3844,77735,3813,24785,112725,2589,3897,82754,3983,20863,114086
Geumcheon,2024-06-01,5131,7731,160189,7789,45832,226672,2550,3840,77609,3795,24847,112641,2581,3891,82580,3994,20985,114031
Geumcheon,2024-07-01,5103,7700,159952,7762,46009,226526,2530,3825,77527,3791,24933,112606,2573,3875,82425,3971,21076,113920
Geumcheon,2024-08-01,5036,7674,159696,7728,46156,226290,2493,3806,77438,3784,25006,112527,2543,3868,82258,3944,21150,113763
Geumcheon,2024-09-01,5015,7661,159291,7648,46388,226003,2475,3794,77241,3740,25121,112371,2540,3867,82050,3908,21267,113632
Geumcheon,2024-10-01,5023,7631,158919,7583,46602,225758,2468,3794,77040,3711,25250,112263,2555,3837,81879,3872,21352,113495
Geumcheon,2024-11-01,4994,7619,158428,7539,46791,225371,2449,3776,76807,3689,25346,112067,2545,3843,81621,3850,21445,113304
Geumcheon,2024-12-01,4977,7621,158040,7484,47037,225159,2434,3779,76606,3656,25473,111948,2543,3842,81434,3828,21564,113211
Geumcheon,2025-01-01,4922,7620,157621,7439,47322,224924,2421,3782,76447,3616,25604,111870,2501,3838,81174,3823,21718,113054
Geumcheon,2025-02-01,4875,7551,157118,7341,47526,224411,2403,3733,76237,3590,25714,111677,2472,3818,80881,3751,21812,112734
Geumcheon,2025-03-01,4847,7540,156941,7294,47790,224412,2401,3722,76202,3557,25875,111757,2446,3818,80739,3737,21915,112655
Geumcheon,2025-04-01,4848,7531,156796,7263,47991,224429,2401,3719,76124,3544,25986,111774,2447,3812,80672,3719,22005,112655
Geumcheon,2025-05-01,4843,7520,156495,7230,48200,224288,2401,3723,75901,3527,26106,111658,2442,3797,80594,3703,22094,112630
Geumcheon,2025-06-01,4815,7518,156168,7171,48404,224076,2389,3726,75755,3496,26217,111583,2426,3792,80413,3675,22187,112493
Geumcheon,2025-07-01,4759,7516,155818,7086,48592,223771,2372,3724,75549,3443,26303,111391,2387,3792,80269,3643,22289,112380
Geumcheon,2025-08-01,4748,7504,155515,7043,48781,223591,2354,3716,75348,3424,26411,111253,2394,3788,80167,3619,22370,112338
Geumcheon,2025-09-01,4753,7508,155364,6989,48989,223603,2346,3724,75292,3388,26516,111266,2407,3784,80072,3601,22473,112337
Geumcheon,2025-10-01,4731,7498,155222,6936,49201,223588,2325,3721,75254,3374,26626,111300,2406,3777,79968,3562,22575,112288
Geumcheon,2025-11-01,4693,7489,155012,6903,49400,223497,2314,3706,75201,3358,26722,111301,2379,3783,79811,3545,22678,112196
Geumcheon,2025-12-01,4681,7526,154706,6816,49561,223290,2301,3728,74995,3318,26817,111159,2380,3798,79711,3498,22744,112131
Guro,2008-01-01,25193,28954,301764,32381,32242,420534,12200,13653,148317,15574,18115,207859,12993,15301,153447,16807,14127,212675
Guro,2008-02-01,25178,28790,302120,32196,32562,420846,12186,13564,148553,15493,18274,208070,12992,15226,153567,16703,14288,212776
Guro,2008-03-01,25110,28915,301802,32049,32819,420695,12134,13632,148378,15430,18434,208008,12976,15283,153424,16619,14385,212687
Guro,2008-04-01,25068,29062,301976,31981,32980,421067,12097,13726,148488,15408,18500,208219,12971,15336,153488,16573,14480,212848
Guro,2008-05-01,25110,29083,302190,31894,33111,421388,12134,13745,148602,15362,18576,208419,12976,15338,153588,16532,14535,212969
Guro,2008-06-01,25131,29115,302204,31744,33276,421470,12163,13762,148687,15305,18671,208588,12968,15353,153517,16439,14605,212882
Guro,2008-07-01,25111,29122,302293,31573,33461,421560,12149,13749,148759,15234,18750,208641,12962,15373,153534,16339,14711,212919
Guro,2008-08-01,25049,29120,302098,31400,33633,421300,12138,13736,148711,15159,18833,208577,12911,15384,153387,16241,14800,212723
Guro,2008-09-01,25087,29157,302067,31216,33879,421406,12160,13767,148702,15071,18972,208672,12927,15390,153365,16145,14907,212734
Guro,2008-10-01,25127,29160,301952,30995,34027,421261,12172,13760,148639,14991,19031,208593,12955,15400,153313,16004,14996,212668
Guro,2008-11-01,25092,29169,301746,30845,34147,420999,12175,13748,148565,14930,19100,208518,12917,15421,153181,15915,15047,212481
Guro,2008-12-01,25107,29172,301546,30648,34322,420795,12167,13739,148386,14837,19205,208334,12940,15433,153160,15811,15117,212461
Guro,2009-01-01,25084,29106,301472,30464,34608,420734,12155,13732,148387,14743,19340,208357,12929,15374,153085,15721,15268,212377
Guro,2009-02-01,25039,28844,301462,30170,34750,420265,12120,13581,148388,14598,19396,208083,12919,15263,153074,15572,15354,212182
Guro,2009-03-01,24911,28887,301338,30067,34949,420152,12065,13589,148313,14574,19487,208028,12846,15298,153025,15493,15462,212124
Guro,2009-04-01,24885,28902,300816,29953,35218,419774,12023,13591,148088,14547,19621,207870,12862,15311,152728,15406,15597,211904
Guro,2009-05-01,24851,28938,300778,29906,35399,419872,12021,13618,148136,14534,19728,208037,12830,15320,152642,15372,15671,211835
Guro,2009-06-01,25029,28993,301676,29884,35525,421107,12101,13645,148579,14525,19801,208651,12928,15348,153097,15359,15724,212456
Guro,2009-07-01,25017,29012,301852,29738,35637,421256,12067,13673,148667,14465,19859,208731,12950,15339,153185,15273,15778,212525
Guro,2009-08-01,24937,29014,301897,29609,35850,421307,12024,13685,148704,14397,19957,208767,12913,15329,153193,15212,15893,212540
Guro,2009-09-01,24919,28983,301999,29577,36017,421495,11999,13718,148782,14350,20050,208899,12920,15265,153217,15227,15967,212596
Guro,2009-10-01,24920,28985,302387,29410,36184,421886,12007,13718,148959,14282,20139,209105,12913,15267,153428,15128,16045,212781
Guro,2009-11-01,24890,28973,302539,29322,36302,422026,11998,13722,148987,14218,20200,209125,12892,15251,153552,15104,16102,212901
Guro,2009-12-01,24925,28965,302423,29179,36475,421967,11974,13701,148895,14142,20302,209014,12951,15264,153528,15037,16173,212953
Guro,2010-01-01,24889,28881,302665,29029,36739,422203,11938,13637,148989,14069,20412,209045,12951,15244,153676,14960,16327,213158
Guro,2010-02-01,24800,28810,302571,28798,36884,421863,11904,13594,149007,13906,20505,208916,12896,15216,153564,14892,16379,212947
Guro,2010-03-01,24687,28847,302488,28721,37019,421762,11855,13611,148924,13874,20564,208828,12832,15236,153564,14847,16455,212934
Guro,2010-04-01,24625,28829,302373,28614,37230,421671,11771,13579,148842,13845,20656,208693,12854,15250,153531,14769,16574,212978
Guro,2010-05-01,24624,28806,302271,28528,37420,421649,11766,13590,148781,13798,20748,208683,12858,15216,153490,14730,16672,212966
Guro,2010-06-01,24680,28781,302250,28439,37564,421714,11802,13557,148817,13750,20839,208765,12878,15224,153433,14689,16725,212949
Guro,2010-07-01,24691,28709,302035,28289,37734,421458,11821,13549,148728,13651,20914,208663,12870,15160,153307,14638,16820,212795
Guro,2010-08-01,24612,28616,301841,28187,37859,421115,11794,13542,148610,13563,20966,208475,12818,15074,153231,14624,16893,212640
Guro,2010-09-01,24625,28575,301704,28043,37963,420910,11843,13519,148549,13473,20995,208379,12782,15056,153155,14570,16968,212531
Guro,2010-10-01,24568,28612,304847,27984,38738,424749,11842,13544,149777,13436,21411,210010,12726,15068,155070,14548,17327,214739
Guro,2010-11-01,24554,28536,304412,27797,38771,424070,11856,13504,149636,13353,21403,209752,12698,15032,154776,14444,17368,214318
Guro,2010-12-01,24626,28406,304231,27644,38829,423736,11907,13465,149621,13269,21442,209704,12719,14941,154610,14375,17387,214032
Guro,2011-01-01,24526,28305,304070,27436,38937,423274,11900,13402,149524,13176,21523,209525,12626,14903,154546,14260,17414,213749
Guro,2011-02-01,24528,28196,304013,27166,38990,422893,11898,13352,149442,13060,21548,209300,12630,14844,154571,14106,17442,213593
Guro,2011-03-01,24519,28122,303641,27099,39163,422544,11919,13324,149299,13018,21629,209189,12600,14798,154342,14081,17534,213355
Guro,2011-04-01,24517,28053,303500,26995,39229,422294,11963,13257,149266,12957,21647,209090,12554,14796,154234,14038,17582,213204
Guro,2011-05-01,24587,28031,303183,26815,39330,421946,11997,13275,149108,12867,21699,208946,12590,14756,154075,13948,17631,213000
Guro,2011-06-01,24633,27928,303131,26672,39465,421829,12051,13238,149112,12766,21762,208929,12582,14690,154019,13906,17703,212900
Guro,2011-07-01,24696,27852,303432,26616,39726,422322,12070,13188,149274,12736,21881,209149,12626,14664,154158,13880,17845,213173
Guro,2011-08-01,24931,27786,304039,26561,40131,423448,12199,13167,149629,12707,22090,209792,12732,14619,154410,13854,18041,213656
Guro,2011-09-01,25049,27698,304559,26533,40446,424285,12261,13105,149943,12687,22263,210259,12788,14593,154616,13846,18183,214026
Guro,2011-10-01,25287,27600,305387,26527,40808,425609,12390,13048,150387,12661,22456,210942,12897,14552,155000,13866,18352,214667
Guro,2011-11-01,25560,27598,306148,26524,41123,426953,12502,13052,150847,12648,22626,211675,13058,14546,155301,13876,18497,215278
Guro,2011-12-01,25684,27504,306281,26549,41450,427468,12568,12997,150981,12660,22788,211994,13116,14507,155300,13889,18662,215474
Guro,2012-01-01,25726,27414,306552,26481,41789,427962,12604,12942,151151,12652,22947,212296,13122,14472,155401,13829,18842,215666
Guro,2012-02-01,25681,27259,306792,26347,42227,428306,12582,12870,151260,12604,23188,212504,13099,14389,155532,13743,19039,215802
Guro,2012-03-01,25658,27145,306672,26296,42525,428296,12569,12829,151232,12609,23318,212557,13089,14316,155440,13687,19207,215739
Guro,2012-04-01,25749,27106,306839,26234,42708,428636,12642,12828,151319,12574,23410,212773,13107,14278,155520,13660,19298,215863
Guro,2012-05-01,25809,27000,306850,26211,43044,428914,12681,12784,151390,12574,23598,213027,13128,14216,155460,13637,19446,215887
Guro,2012-06-01,25802,26915,306564,26132,43239,428652,12682,12753,151290,12530,23675,212930,13120,14162,155274,13602,19564,215722
Guro,2012-07-01,25828,26827,306264,26014,43455,428388,12698,12719,151120,12468,23785,212790,13130,14108,155144,13546,19670,215598
Guro,2012-08-01,25897,26778,305974,25884,43698,428231,12703,12717,150978,12396,23911,212705,13194,14061,154996,13488,19787,215526
Guro,2012-09-01,25882,26727,305786,25860,43932,428187,12746,12692,150981,12352,24029,212800,13136,14035,154805,13508,19903,215387
Guro,2012-10-01,25916,26586,305711,25748,44159,428120,12758,12615,150985,12315,24136,212809,13158,13971,154726,13433,20023,215311
Guro,2012-11-01,25942,26477,305585,25597,44369,427970,12756,12563,150940,12235,24249,212743,13186,13914,154645,13362,20120,215227
Guro,2012-12-01,25929,26337,305166,25509,44579,427520,12726,12509,150755,12203,24345,212538,13203,13828,154411,13306,20234,214982
Guro,2013-01-01,25933,26274,305249,25325,44843,427624,12740,12485,150835,12125,24450,212635,13193,13789,154414,13200,20393,214989
Guro,2013-02-01,25944,26174,305167,25070,45120,427475,12730,12425,150860,12017,24593,212625,13214,13749,154307,13053,20527,214850
Guro,2013-03-01,25756,26130,305059,25011,45378,427334,12624,12434,150817,12003,24726,212604,13132,13696,154242,13008,20652,214730
Guro,2013-04-01,25669,26087,304949,24952,45580,427237,12578,12407,150778,11974,24819,212556,13091,13680,154171,12978,20761,214681
Guro,2013-05-01,25652,26021,304795,24914,45822,427204,12577,12367,150746,11958,24939,212587,13075,13654,154049,12956,20883,214617
Guro,2013-06-01,25536,25926,304587,24867,45985,426901,12538,12350,150668,11931,25016,212503,12998,13576,153919,12936,20969,214398
Guro,2013-07-01,25460,25867,304363,24784,46278,426752,12530,12323,150511,11879,25162,212405,12930,13544,153852,12905,21116,214347
Guro,2013-08-01,25344,25782,303955,24806,46548,426435,12459,12283,150316,11902,25284,212244,12885,13499,153639,12904,21264,214191
Guro,2013-09-01,25223,25690,303597,24815,46727,426052,12416,12273,150182,11881,25366,212118,12807,13417,153415,12934,21361,213934
Guro,2013-10-01,25130,25617,303397,24808,46894,425846,12349,12265,150092,11878,25453,212037,12781,13352,153305,12930,21441,213809
Guro,2013-11-01,25056,25606,303139,24665,47105,425571,12331,12286,149978,11820,25553,211968,12725,13320,153161,12845,21552,213603
Guro,2013-12-01,24990,25504,302573,24530,47367,424964,12292,12228,149729,11778,25686,211713,12698,13276,152844,12752,21681,213251
Guro,2014-01-01,24981,25418,302614,24391,47730,425134,12282,12184,149808,11726,25853,211853,12699,13234,152806,12665,21877,213281
Guro,2014-02-01,25035,25448,303073,24365,48097,426018,12308,12202,150060,11727,26031,212328,12727,13246,153013,12638,22066,213690
Guro,2014-03-01,25074,25434,303601,24362,48441,426912,12345,12195,150333,11743,26202,212818,12729,13239,153268,12619,22239,214094
Guro,2014-04-01,25121,25366,303869,24365,48670,427391,12363,12159,150522,11745,26301,213090,12758,13207,153347,12620,22369,214301
Guro,2014-05-01,25162,25314,303826,24370,48912,427584,12342,12126,150487,11764,26427,213146,12820,13188,153339,12606,22485,214438
Guro,2014-06-01,25138,25202,303982,24356,49176,427854,12341,12078,150615,11748,26601,213383,12797,13124,153367,12608,22575,214471
Guro,2014-07-01,25097,25126,303885,24326,49441,427875,12306,12045,150557,11735,26756,213399,12791,13081,153328,12591,22685,214476
Guro,2014-08-01,25036,25045,303543,24180,49718,427522,12254,12006,150395,11679,26891,213225,12782,13039,153148,12501,22827,214297
Guro,2014-09-01,25015,24895,303413,24186,49982,427491,12250,11919,150370,11686,27025,213250,12765,12976,153043,12500,22957,214241
Guro,2014-10-01,24892,24757,302871,24096,50208,426824,12186,11864,150270,11618,27143,213081,12706,12893,152601,12478,23065,213743
Guro,2014-11-01,24731,24616,302629,24011,50413,426400,12126,11803,150132,11597,27256,212914,12605,12813,152497,12414,23157,213486
Guro,2014-12-01,24637,24438,302251,23890,50615,425831,12081,11714,149935,11530,27358,212618,12556,12724,152316,12360,23257,213213
Guro,2015-01-01,24580,24258,302078,23786,50977,425679,12017,11622,149861,11513,27553,212566,12563,12636,152217,12273,23424,213113
Guro,2015-02-01,24408,24177,302038,23653,51218,425494,11941,11598,149890,11450,27688,212567,12467,12579,152148,12203,23530,212927
Guro,2015-03-01,24397,24134,302164,23671,51495,425861,11937,11589,150045,11480,27835,212886,12460,12545,152119,12191,23660,212975
Guro,2015-04-01,24388,24052,301981,23664,51707,425792,11923,11556,149950,11481,27959,212869,12465,12496,152031,12183,23748,212923
Guro,2015-05-01,24395,23926,301783,23632,51897,425633,11920,11499,149909,11475,28045,212848,12475,12427,151874,12157,23852,212785
Guro,2015-06-01,24359,23828,301427,23600,52074,425288,11915,11434,149806,11480,28171,212806,12444,12394,151621,12120,23903,212482
Guro,2015-07-01,24354,23725,300986,23536,52284,424885,11930,11393,149624,11455,28275,212677,12424,12332,151362,12081,24009,212208
Guro,2015-08-01,24329,23603,300514,23451,52468,424365,11936,11326,149456,11425,28364,212507,12393,12277,151058,12026,24104,211858
Guro,2015-09-01,24270,23541,299957,23434,52608,423810,11915,11284,149271,11421,28429,212320,12355,12257,150686,12013,24179,211490
Guro,2015-10-01,24216,23415,299434,23423,52805,423293,11925,11225,149011,11424,28543,212128,12291,12190,150423,11999,24262,211165
Guro,2015-11-01,24084,23290,299031,23428,53024,422857,11882,11162,148893,11415,28653,212005,12202,12128,150138,12013,24371,210852
Guro,2015-12-01,24053,23164,298393,23336,53146,422092,11865,11112,148602,11366,28707,211652,12188,12052,149791,11970,24439,210440
Guro,2016-01-01,23931,23032,298404,23268,53358,421993,11783,11041,148672,11374,28811,211681,12148,11991,149732,11894,24547,210312
Guro,2016-02-01,23881,22894,298395,23127,53565,421862,11756,10956,148643,11297,28931,211583,12125,11938,149752,11830,24634,210279
Guro,2016-03-01,23789,22843,298397,23159,53724,421912,11703,10938,148701,11304,29030,211676,12086,11905,149696,11855,24694,210236
Guro,2016-04-01,23737,22731,298042,23130,53897,421537,11686,10899,148533,11279,29124,211521,12051,11832,149509,11851,24773,210016
Guro,2016-05-01,23664,22644,298038,23106,54062,421514,11669,10876,148554,11246,29218,211563,11995,11768,149484,11860,24844,209951
Guro,2016-06-01,23614,22575,297945,23115,54242,421491,11623,10854,148604,11250,29325,211656,11991,11721,149341,11865,24917,209835
Guro,2016-07-01,23490,22473,297678,23150,54387,421178,11545,10809,148430,11257,29414,211455,11945,11664,149248,11893,24973,209723
Guro,2016-08-01,23311,22352,297013,23065,54548,420289,11457,10745,148147,11208,29505,211062,11854,11607,148866,11857,25043,209227
Guro,2016-09-01,23127,22237,296646,23078,54690,419778,11384,10701,147984,11217,29581,210867,11743,11536,148662,11861,25109,208911
